config	seed	checkpoint	msgs_task	accuracy	hidden_size	layers	config_short	num_params
layers_24_hs_768_heads_12_cl_256	13	5	control_raising_relative_token_position	0.7132607698440552	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	main_verb_control	0.9993883967399597	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	control_raising_control	0.9549394845962524	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	syntactic_category_control	0.8260526657104492	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	lexical_content_the_control	0.7723076939582825	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	relative_position_control	0.9986181855201721	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	main_verb_lexical_content_the	0.7874564528465271	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	main_verb_relative_token_position	0.7662326693534851	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	syntactic_category_lexical_content_the	0.6554560661315918	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	syntactic_category_relative_position	0.6277225613594055	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	control_raising_lexical_content_the	0.7290685772895813	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	0	5	control_raising_relative_token_position	0.7201907634735107	768	24	24*768	170110464
layers_24_hs_1536_heads_12_cl_256	0	5	main_verb_control	0.9993883967399597	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	control_raising_control	0.9559856653213501	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	syntactic_category_control	0.8346203565597534	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	lexical_content_the_control	0.7568681240081787	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	relative_position_control	0.9888348579406738	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	main_verb_lexical_content_the	0.7528847455978394	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	main_verb_relative_token_position	0.7539963722229004	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	syntactic_category_lexical_content_the	0.6732359528541565	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	syntactic_category_relative_position	0.6051297783851624	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	control_raising_lexical_content_the	0.7988157272338867	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	0	5	control_raising_relative_token_position	0.7109372019767761	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	main_verb_control	0.9986544251441956	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	control_raising_control	0.9624869227409363	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	syntactic_category_control	0.808804452419281	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	lexical_content_the_control	0.7509890198707581	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	main_verb_lexical_content_the	0.7677270174026489	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	main_verb_relative_token_position	0.8068556189537048	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	syntactic_category_lexical_content_the	0.6433743238449097	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	syntactic_category_relative_position	0.6173933148384094	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	control_raising_lexical_content_the	0.8380333185195923	1536	24	24*1536	682318848
layers_24_hs_1536_heads_12_cl_256	13	5	control_raising_relative_token_position	0.7067384123802185	1536	24	24*1536	682318848
